folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,idmesero,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
114563,113794,2026-08-20T03:06:06-06:00,,2026-08-20T03:36:14-06:00,A3,2,36,76.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,365.5172,,424.0000,424.0000,58.4828,0.0000,424.0000,424.0000,0.0000,424.0,0.0,0.0000,0.0,0.0000,0.0000,365.5172,232.7586,128.4483,4.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,232.7586,128.4483,4.3103,,365.5172,58.4828,0.0000,0.0000,,,,0.0000
114567,113795,2026-08-20T03:21:49-06:00,,2026-08-20T03:38:26-06:00,E2,2,52,321.0000,0.0000,False,0.0000,,,False,0,0.0000,False,8.00,585.3448,,679.0000,679.0000,93.6552,0.0000,679.0000,679.0000,0.0000,679.0,0.0,0.0000,0.0,0.0000,0.0000,585.3448,403.4483,181.8966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,403.4483,181.8966,0.0000,,585.3448,93.6552,0.0000,0.0000,,,,0.0000
114568,113796,2026-08-20T03:23:55-06:00,,2026-08-20T04:23:18-06:00,A5,2,36,57.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,295.6897,,343.0000,343.0000,47.3103,0.0000,343.0000,343.0000,0.0000,343.0,0.0,0.0000,0.0,0.0000,0.0000,295.6897,290.5172,5.1724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,290.5172,5.1724,0.0000,,295.6897,47.3103,0.0000,0.0000,,,,0.0000
114569,113797,2026-08-20T03:41:59-06:00,,2026-08-20T04:33:19-06:00,L3,3,50,87.0000,0.0000,False,0.0000,,,False,0,0.0000,False,7.00,528.4483,,613.0000,613.0000,84.5517,0.0000,613.0000,613.0000,0.0000,613.0,0.0,0.0000,0.0,0.0000,0.0000,528.4483,442.2414,86.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,442.2414,86.2069,0.0000,,528.4483,84.5517,0.0000,0.0000,,,,0.0000
114576,113800,2026-08-20T04:10:16-06:00,,2026-08-20T04:44:45-06:00,E2,2,52,62.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,377.5862,,438.0000,438.0000,60.4138,0.0000,438.0000,438.0000,0.0000,438.0,0.0,0.0000,0.0,0.0000,0.0000,377.5862,195.6897,181.8966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.6897,181.8966,0.0000,,377.5862,60.4138,0.0000,0.0000,,,,0.0000
114577,113806,2026-08-20T04:26:58-06:00,,2026-08-20T06:03:14-06:00,F1,10,21,252.0000,0.0000,False,0.0000,,,False,0,0.0000,False,15.00,1075.8621,,1248.0000,1248.0000,172.1379,0.0000,1248.0000,1248.0000,0.0000,1248.0,0.0,0.0000,0.0,0.0000,0.0000,1075.8621,1025.8621,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1025.8621,50.0000,0.0000,,1075.8621,172.1379,0.0000,0.0000,,,,0.0000
114579,113802,2026-08-20T04:48:16-06:00,,2026-08-20T05:22:25-06:00,F5,2,21,119.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,328.4483,,381.0000,381.0000,52.5517,0.0000,381.0000,381.0000,0.0000,381.0,0.0,0.0000,0.0,0.0000,0.0000,328.4483,231.0345,97.4138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,231.0345,97.4138,0.0000,,328.4483,52.5517,0.0000,0.0000,,,,0.0000
114581,113817,2026-08-20T04:58:07-06:00,,2026-08-20T07:10:54-06:00,L4,2,50,159.0000,0.0000,False,0.0000,,,False,0,0.0000,False,11.00,897.4138,,1041.0000,1041.0000,143.5862,0.0000,1041.0000,1041.0000,0.0000,1041.0,0.0,0.0000,0.0,0.0000,0.0000,897.4138,806.0345,85.3448,6.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,806.0345,85.3448,6.0345,,897.4138,143.5862,0.0000,0.0000,,,,0.0000
114583,113815,2026-08-20T05:22:53-06:00,,2026-08-20T06:39:31-06:00,E2,2,52,130.0000,0.0000,False,0.0000,,,False,0,0.0000,False,14.00,750.0000,,870.0000,870.0000,120.0000,0.0000,870.0000,870.0000,0.0000,870.0,0.0,0.0000,0.0,0.0000,0.0000,750.0000,274.1379,467.2414,8.6207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.1379,467.2414,8.6207,,750.0000,120.0000,0.0000,0.0000,,,,0.0000
114584,113809,2026-08-20T05:27:40-06:00,,2026-08-20T06:16:05-06:00,A4,2,36,226.0000,0.0000,False,0.0000,,,False,0,0.0000,False,9.00,667.2414,,774.0000,774.0000,106.7586,0.0000,774.0000,774.0000,0.0000,774.0,0.0,0.0000,0.0,0.0000,0.0000,667.2414,488.7931,178.4483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,488.7931,178.4483,0.0000,,667.2414,106.7586,0.0000,0.0000,,,,0.0000
