folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,idmesero,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
111068,110322,2026-07-24T02:54:35-06:00,,2026-07-24T03:35:10-06:00,L3,2,28,615.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,331.8966,,385.0000,385.0000,53.1034,0.0000,385.0000,385.0000,0.0000,385.0,0.0,0.0000,0.0,0.0000,0.0000,331.8966,218.1034,113.7931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,218.1034,113.7931,0.0000,,331.8966,53.1034,0.0000,0.0000,,,,0.0000
111075,110340,2026-07-24T04:11:23-06:00,,2026-07-24T06:27:43-06:00,A2,1,09,31.0000,0.0000,False,0.0000,,,False,0,0.0000,False,8.00,490.5172,,569.0000,569.0000,78.4828,0.0000,569.0000,569.0000,0.0000,569.0,0.0,0.0000,0.0,0.0000,0.0000,490.5172,293.1034,197.4138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,293.1034,197.4138,0.0000,,490.5172,78.4828,0.0000,0.0000,,,,0.0000
111079,110334,2026-07-24T04:20:11-06:00,,2026-07-24T05:39:25-06:00,L1,4,28,42.0000,0.0000,False,0.0000,,,False,0,0.0000,False,9.00,739.6552,,858.0000,858.0000,118.3448,0.0000,858.0000,858.0000,0.0000,858.0,0.0,0.0000,0.0,0.0000,0.0000,739.6552,634.4828,105.1724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,634.4828,105.1724,0.0000,,739.6552,118.3448,0.0000,0.0000,,,,0.0000
111084,110336,2026-07-24T04:44:06-06:00,,2026-07-24T06:17:06-06:00,L4,1,28,88.0000,0.0000,False,0.0000,,,False,0,0.0000,False,10.00,786.2069,,912.0000,912.0000,125.7931,0.0000,912.0000,912.0000,0.0000,912.0,0.0,0.0000,0.0,0.0000,0.0000,786.2069,633.6207,146.5517,6.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,633.6207,146.5517,6.0345,,786.2069,125.7931,0.0000,0.0000,,,,0.0000
111085,110345,2026-07-24T04:54:03-06:00,,2026-07-24T06:45:17-06:00,L7,3,28,176.0000,0.0000,False,0.0000,,,False,0,0.0000,False,9.00,710.3448,,824.0000,824.0000,113.6552,0.0000,824.0000,824.0000,0.0000,824.0,0.0,0.0000,0.0,0.0000,0.0000,710.3448,375.0000,335.3448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,375.0000,335.3448,0.0000,,710.3448,113.6552,0.0000,0.0000,,,,0.0000
111086,110335,2026-07-24T04:55:07-06:00,,2026-07-24T05:50:24-06:00,F7,2,36,4.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,427.5862,,496.0000,496.0000,68.4138,0.0000,496.0000,496.0000,0.0000,496.0,0.0,0.0000,0.0,0.0000,0.0000,427.5862,286.2069,141.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,286.2069,141.3793,0.0000,,427.5862,68.4138,0.0000,0.0000,,,,0.0000
111087,110341,2026-07-24T05:08:51-06:00,,2026-07-24T06:32:31-06:00,F1,1,36,259.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,207.7586,,241.0000,241.0000,33.2414,0.0000,241.0000,241.0000,0.0000,241.0,0.0,0.0000,0.0,0.0000,0.0000,207.7586,103.4483,104.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.4483,104.3103,0.0000,,207.7586,33.2414,0.0000,0.0000,,,,0.0000
111088,110350,2026-07-24T05:13:38-06:00,,2026-07-24T07:52:11-06:00,F6,2,36,261.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,206.0345,,239.0000,239.0000,32.9655,0.0000,239.0000,239.0000,0.0000,239.0,0.0,0.0000,0.0,0.0000,0.0000,206.0345,116.3793,89.6552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116.3793,89.6552,0.0000,,206.0345,32.9655,0.0000,0.0000,,,,0.0000
111093,110342,2026-07-24T05:48:47-06:00,,2026-07-24T06:34:16-06:00,F3,2,36,8.0000,0.0000,False,0.0000,,,False,0,0.0000,False,15.00,1200.0000,,1392.0000,1392.0000,192.0000,0.0000,1392.0000,1392.0000,0.0000,1392.0,0.0,0.0000,0.0,0.0000,0.0000,1200.0000,958.6207,241.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,958.6207,241.3793,0.0000,,1200.0000,192.0000,0.0000,0.0000,,,,0.0000
111095,110338,2026-07-24T05:54:13-06:00,,2026-07-24T06:21:01-06:00,A4,2,09,66.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,374.1379,,434.0000,434.0000,59.8621,0.0000,434.0000,434.0000,0.0000,434.0,0.0,0.0000,0.0,0.0000,0.0000,374.1379,227.5862,146.5517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,227.5862,146.5517,0.0000,,374.1379,59.8621,0.0000,0.0000,,,,0.0000
