folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,idmesero,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
129278,128559,2026-08-28T02:41:18-06:00,,2026-08-28T03:17:10-06:00,.ALEJANDRA,1,32,0.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,163.7931,,190.0000,190.0000,26.2069,0.0000,190.0000,190.0000,0.0000,190.0,0.0,0.0000,0.0,0.0000,0.0000,163.7931,112.0690,47.4138,4.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.0690,47.4138,4.3103,,163.7931,26.2069,0.0000,0.0000,,,,190.0000
129282,128563,2026-08-28T03:12:34-06:00,,2026-08-28T03:47:25-06:00,T1,2,56,117.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,502.5862,,583.0000,583.0000,80.4138,0.0000,583.0000,583.0000,0.0000,583.0,0.0,0.0000,0.0,0.0000,0.0000,502.5862,404.3103,98.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,404.3103,98.2759,0.0000,,502.5862,80.4138,0.0000,0.0000,,,,583.0000
129287,128604,2026-08-28T03:41:35-06:00,,2026-08-28T07:40:56-06:00,6,1,43,11.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,249.1379,,289.0000,289.0000,39.8621,0.0000,289.0000,289.0000,0.0000,289.0,0.0,0.0000,0.0,0.0000,0.0000,249.1379,162.0690,87.0690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,162.0690,87.0690,0.0000,,249.1379,39.8621,0.0000,0.0000,,,,289.0000
129292,128572,2026-08-28T04:10:56-06:00,,2026-08-28T05:14:08-06:00,B4,2,04,3.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,320.6897,,372.0000,372.0000,51.3103,0.0000,372.0000,372.0000,0.0000,372.0,0.0,0.0000,0.0,0.0000,0.0000,320.6897,187.9310,132.7586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,187.9310,132.7586,0.0000,,320.6897,51.3103,0.0000,0.0000,,,,372.0000
129296,128576,2026-08-28T04:37:59-06:00,,2026-08-28T05:22:30-06:00,B2,1,04,321.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,154.3103,,179.0000,179.0000,24.6897,0.0000,179.0000,179.0000,0.0000,179.0,0.0,0.0000,0.0,0.0000,0.0000,154.3103,76.7241,77.5862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.7241,77.5862,0.0000,,154.3103,24.6897,0.0000,0.0000,,,,179.0000
129297,128580,2026-08-28T04:38:02-06:00,,2026-08-28T05:59:21-06:00,C4,1,43,288.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,182.7586,,212.0000,212.0000,29.2414,0.0000,212.0000,212.0000,0.0000,212.0,0.0,0.0000,0.0,0.0000,0.0000,182.7586,0.0000,178.4483,4.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,178.4483,4.3103,,182.7586,29.2414,0.0000,0.0000,,,,212.0000
129299,128574,2026-08-28T04:40:09-06:00,,2026-08-28T05:19:55-06:00,T4,1,56,334.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,143.1034,,166.0000,166.0000,22.8966,0.0000,166.0000,166.0000,0.0000,166.0,0.0,0.0000,0.0,0.0000,0.0000,143.1034,93.1034,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.1034,50.0000,0.0000,,143.1034,22.8966,0.0000,0.0000,,,,166.0000
129302,128579,2026-08-28T04:58:42-06:00,,2026-08-28T05:34:52-06:00,T2,2,56,89.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,354.3103,,411.0000,411.0000,56.6897,0.0000,411.0000,411.0000,0.0000,411.0,0.0,0.0000,0.0,0.0000,0.0000,354.3103,252.5862,101.7241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,252.5862,101.7241,0.0000,,354.3103,56.6897,0.0000,0.0000,,,,411.0000
129308,128586,2026-08-28T05:21:47-06:00,,2026-08-28T06:22:32-06:00,J6,2,13,131.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,490.5172,,569.0000,569.0000,78.4828,0.0000,569.0000,569.0000,0.0000,569.0,0.0,0.0000,0.0,0.0000,0.0000,490.5172,425.8621,64.6552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,425.8621,64.6552,0.0000,,490.5172,78.4828,0.0000,0.0000,,,,569.0000
129312,128584,2026-08-28T05:45:36-06:00,,2026-08-28T06:11:25-06:00,C3,1,43,21.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,240.5172,,279.0000,279.0000,38.4828,0.0000,279.0000,279.0000,0.0000,279.0,0.0,0.0000,0.0,0.0000,0.0000,240.5172,142.2414,98.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,142.2414,98.2759,0.0000,,240.5172,38.4828,0.0000,0.0000,,,,279.0000
