folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,idmesero,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
125630,124929,2026-08-04T03:47:34-06:00,,2026-08-04T04:24:02-06:00,J4,2,49,19.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,328.4483,,381.0000,381.0000,52.5517,0.0000,381.0000,381.0000,0.0000,381.0,0.0,0.0000,0.0,0.0000,0.0000,328.4483,328.4483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,328.4483,0.0000,0.0000,,328.4483,52.5517,0.0000,0.0000,,,,381.0000
125631,124932,2026-08-04T03:51:21-06:00,,2026-08-04T04:34:11-06:00,J6,3,49,30.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,491.3793,,570.0000,570.0000,78.6207,0.0000,570.0000,570.0000,0.0000,570.0,0.0,0.0000,0.0,0.0000,0.0000,491.3793,491.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,491.3793,0.0000,0.0000,,491.3793,78.6207,0.0000,0.0000,,,,570.0000
125633,124930,2026-08-04T04:00:07-06:00,,2026-08-04T04:32:39-06:00,T3,1,41,235.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,228.4483,,265.0000,265.0000,36.5517,0.0000,265.0000,265.0000,0.0000,265.0,0.0,0.0000,0.0,0.0000,0.0000,228.4483,183.6207,44.8276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,183.6207,44.8276,0.0000,,228.4483,36.5517,0.0000,0.0000,,,,265.0000
125637,124935,2026-08-04T04:20:21-06:00,,2026-08-04T05:02:28-06:00,B2,2,54,35.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,400.8621,,465.0000,465.0000,64.1379,0.0000,465.0000,465.0000,0.0000,465.0,0.0,0.0000,0.0,0.0000,0.0000,400.8621,250.0000,150.8621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,250.0000,150.8621,0.0000,,400.8621,64.1379,0.0000,0.0000,,,,465.0000
125638,124937,2026-08-04T04:28:20-06:00,,2026-08-04T05:09:03-06:00,J3,3,49,418.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,501.7241,,582.0000,582.0000,80.2759,0.0000,582.0000,582.0000,0.0000,582.0,0.0,0.0000,0.0,0.0000,0.0000,501.7241,501.7241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,501.7241,0.0000,0.0000,,501.7241,80.2759,0.0000,0.0000,,,,582.0000
125639,124943,2026-08-04T04:33:46-06:00,,2026-08-04T05:44:43-06:00,5,2,47,27.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,321.5517,,373.0000,373.0000,51.4483,0.0000,373.0000,373.0000,0.0000,373.0,0.0,0.0000,0.0,0.0000,0.0000,321.5517,202.5862,118.9655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.5862,118.9655,0.0000,,321.5517,51.4483,0.0000,0.0000,,,,373.0000
125647,124960,2026-08-04T04:58:16-06:00,,2026-08-04T06:59:38-06:00,6,2,47,59.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,121.5517,,141.0000,141.0000,19.4483,0.0000,141.0000,141.0000,0.0000,141.0,0.0,0.0000,0.0,0.0000,0.0000,121.5517,76.7241,44.8276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.7241,44.8276,0.0000,,121.5517,19.4483,0.0000,0.0000,,,,141.0000
125651,124952,2026-08-04T05:20:16-06:00,,2026-08-04T06:26:55-06:00,C12,11,47,59.0000,0.0000,False,0.0000,,,False,0,0.0000,False,18.00,1500.8621,,1741.0000,1741.0000,240.1379,0.0000,1741.0000,1741.0000,0.0000,1741.0,0.0,0.0000,0.0,0.0000,0.0000,1500.8621,1118.1034,382.7586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1118.1034,382.7586,0.0000,,1500.8621,240.1379,0.0000,0.0000,,,,1741.0000
125653,124958,2026-08-04T05:35:30-06:00,,2026-08-04T06:43:12-06:00,B2,2,54,111.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,421.5517,,489.0000,489.0000,67.4483,0.0000,489.0000,489.0000,0.0000,489.0,0.0,0.0000,0.0,0.0000,0.0000,421.5517,284.4828,137.0690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,284.4828,137.0690,0.0000,,421.5517,67.4483,0.0000,0.0000,,,,489.0000
125654,124955,2026-08-04T05:45:15-06:00,,2026-08-04T06:34:10-06:00,J3,2,49,35.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,400.8621,,465.0000,465.0000,64.1379,0.0000,465.0000,465.0000,0.0000,465.0,0.0,0.0000,0.0,0.0000,0.0000,400.8621,261.2069,139.6552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,261.2069,139.6552,0.0000,,400.8621,64.1379,0.0000,0.0000,,,,465.0000
