folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,idmesero,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
125884,125276,2026-08-06T01:13:14-06:00,,2026-08-06T17:15:10-06:00,.MUSIC,1,32,24.5000,70.0000,False,0.0000,DANTE,,False,0,0.0000,False,24.00,1366.3793,,475.5000,475.5000,65.5862,0.0000,475.5000,475.5000,956.4700,475.5,0.0,0.0000,0.0,0.0000,0.0000,1366.3793,180.7759,229.1379,0.0000,956.4700,421.8123,534.6577,0.0000,0.0000,0.0000,0.0000,0.0000,956.4700,602.5862,763.7931,0.0000,1,409.9138,65.5862,0.0000,0.0000,,,,1585.0000
125891,125191,2026-08-06T03:17:31-06:00,,2026-08-06T04:19:18-06:00,C2,2,43,65.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,375.0000,,435.0000,435.0000,60.0000,0.0000,435.0000,435.0000,0.0000,435.0,0.0,0.0000,0.0,0.0000,0.0000,375.0000,252.5862,122.4138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,252.5862,122.4138,0.0000,,375.0000,60.0000,0.0000,0.0000,,,,435.0000
125896,125222,2026-08-06T04:05:40-06:00,,2026-08-06T07:01:24-06:00,J4,3,49,36.0000,0.0000,False,0.0000,,,False,0,0.0000,False,8.00,658.6207,,764.0000,764.0000,105.3793,0.0000,764.0000,764.0000,0.0000,764.0,0.0,0.0000,0.0,0.0000,0.0000,658.6207,485.3448,173.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,485.3448,173.2759,0.0000,,658.6207,105.3793,0.0000,0.0000,,,,764.0000
125897,125192,2026-08-06T04:10:43-06:00,,2026-08-06T04:35:13-06:00,4,1,43,321.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,154.3103,,179.0000,179.0000,24.6897,0.0000,179.0000,179.0000,0.0000,179.0,0.0,0.0000,0.0,0.0000,0.0000,154.3103,154.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.3103,0.0000,0.0000,,154.3103,24.6897,0.0000,0.0000,,,,179.0000
125899,125194,2026-08-06T04:18:31-06:00,,2026-08-06T05:09:17-06:00,T4,2,12,37.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,226.7241,,263.0000,263.0000,36.2759,0.0000,263.0000,263.0000,0.0000,263.0,0.0,0.0000,0.0,0.0000,0.0000,226.7241,226.7241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,226.7241,0.0000,0.0000,,226.7241,36.2759,0.0000,0.0000,,,,263.0000
125909,125202,2026-08-06T05:13:54-06:00,,2026-08-06T05:53:53-06:00,T4,1,12,797.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,175.0000,,203.0000,203.0000,28.0000,0.0000,203.0000,203.0000,0.0000,203.0,0.0,0.0000,0.0,0.0000,0.0000,175.0000,125.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.0000,50.0000,0.0000,,175.0000,28.0000,0.0000,0.0000,,,,203.0000
125910,125228,2026-08-06T05:18:59-06:00,,2026-08-06T07:28:16-06:00,J2,3,49,26.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,408.6207,,474.0000,474.0000,65.3793,0.0000,474.0000,474.0000,0.0000,474.0,0.0,0.0000,0.0,0.0000,0.0000,408.6207,408.6207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,408.6207,0.0000,0.0000,,408.6207,65.3793,0.0000,0.0000,,,,474.0000
125925,125213,2026-08-06T06:29:02-06:00,,2026-08-06T06:29:35-06:00,.LLEVAR2,1,32,337.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,140.5172,,163.0000,163.0000,22.4828,0.0000,163.0000,163.0000,0.0000,163.0,0.0,0.0000,0.0,0.0000,0.0000,140.5172,0.0000,136.2069,4.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136.2069,4.3103,,140.5172,22.4828,0.0000,0.0000,,,,163.0000
125933,125227,2026-08-06T06:57:09-06:00,,2026-08-06T07:26:01-06:00,5,1,43,21.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,154.3103,,179.0000,179.0000,24.6897,0.0000,179.0000,179.0000,0.0000,179.0,0.0,0.0000,0.0,0.0000,0.0000,154.3103,107.7586,46.5517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,107.7586,46.5517,0.0000,,154.3103,24.6897,0.0000,0.0000,,,,179.0000
125936,125234,2026-08-06T07:09:51-06:00,,2026-08-06T08:16:29-06:00,B2,2,13,270.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,198.2759,,230.0000,230.0000,31.7241,0.0000,230.0000,230.0000,0.0000,230.0,0.0,0.0000,0.0,0.0000,0.0000,198.2759,116.3793,81.8966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116.3793,81.8966,0.0000,,198.2759,31.7241,0.0000,0.0000,,,,230.0000
