folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,idmesero,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
111942,111192,2026-07-31T02:40:06-06:00,,2026-07-31T03:15:43-06:00,L3,2,28,20.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,413.7931,,480.0000,480.0000,66.2069,0.0000,480.0000,480.0000,0.0000,480.0,0.0,0.0000,0.0,0.0000,0.0000,413.7931,292.2414,121.5517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,292.2414,121.5517,0.0000,,413.7931,66.2069,0.0000,0.0000,,,,0.0000
111946,111196,2026-07-31T03:04:26-06:00,,2026-07-31T03:42:05-06:00,L2,4,28,40.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,439.6552,,510.0000,510.0000,70.3448,0.0000,510.0000,510.0000,0.0000,510.0,0.0,0.0000,0.0,0.0000,0.0000,439.6552,439.6552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439.6552,0.0000,0.0000,,439.6552,70.3448,0.0000,0.0000,,,,0.0000
111952,111198,2026-07-31T03:14:33-06:00,,2026-07-31T04:01:29-06:00,A3,2,21,77.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,364.6552,,423.0000,423.0000,58.3448,0.0000,423.0000,423.0000,0.0000,423.0,0.0,0.0000,0.0,0.0000,0.0000,364.6552,235.3448,129.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,235.3448,129.3103,0.0000,,364.6552,58.3448,0.0000,0.0000,,,,0.0000
111955,111195,2026-07-31T03:16:52-06:00,,2026-07-31T03:37:45-06:00,S1,1,36,268.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,200.0000,,232.0000,232.0000,32.0000,0.0000,232.0000,232.0000,0.0000,232.0,0.0,0.0000,0.0,0.0000,0.0000,200.0000,150.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,50.0000,0.0000,,200.0000,32.0000,0.0000,0.0000,,,,0.0000
111976,111226,2026-07-31T04:44:56-06:00,,2026-07-31T06:10:38-06:00,L4,4,28,177.0000,0.0000,False,0.0000,,,False,0,0.0000,False,16.00,1140.5172,,1323.0000,1323.0000,182.4828,0.0000,1323.0000,1323.0000,0.0000,1323.0,0.0,0.0000,0.0,0.0000,0.0000,1140.5172,548.2759,581.8966,10.3448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,548.2759,581.8966,10.3448,,1140.5172,182.4828,0.0000,0.0000,,,,0.0000
111978,111223,2026-07-31T04:48:32-06:00,,2026-07-31T06:05:19-06:00,T7,2,07,1.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,348.2759,,404.0000,404.0000,55.7241,0.0000,404.0000,404.0000,0.0000,404.0,0.0,0.0000,0.0,0.0000,0.0000,348.2759,298.2759,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.2759,50.0000,0.0000,,348.2759,55.7241,0.0000,0.0000,,,,0.0000
111980,111215,2026-07-31T04:49:33-06:00,,2026-07-31T05:42:21-06:00,F6,2,24,46.0000,0.0000,False,0.0000,,,False,0,0.0000,False,7.00,477.5862,,554.0000,554.0000,76.4138,0.0000,554.0000,554.0000,0.0000,554.0,0.0,0.0000,0.0,0.0000,0.0000,477.5862,365.5172,106.0345,6.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,365.5172,106.0345,6.0345,,477.5862,76.4138,0.0000,0.0000,,,,0.0000
111981,111221,2026-07-31T04:50:18-06:00,,2026-07-31T05:59:37-06:00,F3,3,24,32.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,403.4483,,468.0000,468.0000,64.5517,0.0000,468.0000,468.0000,0.0000,468.0,0.0,0.0000,0.0,0.0000,0.0000,403.4483,193.1034,210.3448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,193.1034,210.3448,0.0000,,403.4483,64.5517,0.0000,0.0000,,,,0.0000
111984,111224,2026-07-31T05:03:03-06:00,,2026-07-31T06:06:54-06:00,L7,4,28,343.0000,0.0000,False,0.0000,,,False,0,0.0000,False,7.00,566.3793,,657.0000,657.0000,90.6207,0.0000,657.0000,657.0000,0.0000,657.0,0.0,0.0000,0.0,0.0000,0.0000,566.3793,527.5862,38.7931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,527.5862,38.7931,0.0000,,566.3793,90.6207,0.0000,0.0000,,,,0.0000
111987,111217,2026-07-31T05:12:22-06:00,,2026-07-31T05:44:39-06:00,T1,2,07,53.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,385.3448,,447.0000,447.0000,61.6552,0.0000,447.0000,447.0000,0.0000,447.0,0.0,0.0000,0.0,0.0000,0.0000,385.3448,292.2414,93.1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,292.2414,93.1034,0.0000,,385.3448,61.6552,0.0000,0.0000,,,,0.0000
111988,111218,2026-07-31T05:12:53-06:00,,2026-07-31T05:48:26-06:00,E2,2,36,43.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,393.9655,,457.0000,457.0000,63.0345,0.0000,457.0000,457.0000,0.0000,457.0,0.0,0.0000,0.0,0.0000,0.0000,393.9655,393.9655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,393.9655,0.0000,0.0000,,393.9655,63.0345,0.0000,0.0000,,,,0.0000
111990,111222,2026-07-31T05:18:39-06:00,,2026-07-31T06:03:02-06:00,E6,3,36,226.0000,0.0000,False,0.0000,,,False,0,0.0000,False,8.00,667.2414,,774.0000,774.0000,106.7586,0.0000,774.0000,774.0000,0.0000,774.0,0.0,0.0000,0.0,0.0000,0.0000,667.2414,483.6207,183.6207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,483.6207,183.6207,0.0000,,667.2414,106.7586,0.0000,0.0000,,,,0.0000
111991,111241,2026-07-31T05:20:37-06:00,,2026-07-31T06:47:39-06:00,F2,3,24,3.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,411.2069,,477.0000,477.0000,65.7931,0.0000,477.0000,477.0000,0.0000,477.0,0.0,0.0000,0.0,0.0000,0.0000,411.2069,355.1724,56.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,355.1724,56.0345,0.0000,,411.2069,65.7931,0.0000,0.0000,,,,0.0000
111994,111220,2026-07-31T05:32:31-06:00,,2026-07-31T05:59:35-06:00,F5,2,24,333.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,143.9655,,167.0000,167.0000,23.0345,0.0000,167.0000,167.0000,0.0000,167.0,0.0,0.0000,0.0,0.0000,0.0000,143.9655,0.0000,143.9655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,143.9655,0.0000,,143.9655,23.0345,0.0000,0.0000,,,,0.0000
112001,111242,2026-07-31T05:47:25-06:00,,2026-07-31T06:48:58-06:00,F1,4,24,113.0000,0.0000,False,0.0000,,,False,0,0.0000,False,8.00,678.4483,,787.0000,787.0000,108.5517,0.0000,787.0000,787.0000,0.0000,787.0,0.0,0.0000,0.0,0.0000,0.0000,678.4483,483.6207,194.8276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,483.6207,194.8276,0.0000,,678.4483,108.5517,0.0000,0.0000,,,,0.0000
112021,111260,2026-07-31T07:12:01-06:00,,2026-07-31T08:34:30-06:00,F2,3,24,158.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,294.8276,,342.0000,342.0000,47.1724,0.0000,342.0000,342.0000,0.0000,342.0,0.0,0.0000,0.0,0.0000,0.0000,294.8276,74.1379,220.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.1379,220.6897,0.0000,,294.8276,47.1724,0.0000,0.0000,,,,0.0000
112022,111258,2026-07-31T07:30:15-06:00,,2026-07-31T08:22:16-06:00,S1,1,36,230.0000,0.0000,False,0.0000,,,False,0,0.0000,False,18.00,1094.8276,,1270.0000,1270.0000,175.1724,0.0000,1270.0000,1270.0000,0.0000,1270.0,0.0,0.0000,0.0,0.0000,0.0000,1094.8276,747.4138,341.3793,6.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,747.4138,341.3793,6.0345,,1094.8276,175.1724,0.0000,0.0000,,,,0.0000
112026,111278,2026-07-31T08:26:34-06:00,,2026-07-31T09:43:47-06:00,F4,2,24,68.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,372.4138,,432.0000,432.0000,59.5862,0.0000,432.0000,432.0000,0.0000,432.0,0.0,0.0000,0.0,0.0000,0.0000,372.4138,248.2759,124.1379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,248.2759,124.1379,0.0000,,372.4138,59.5862,0.0000,0.0000,,,,0.0000
112030,111280,2026-07-31T09:16:12-06:00,,2026-07-31T10:11:32-06:00,T1,1,50,66.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,374.1379,,434.0000,434.0000,59.8621,0.0000,434.0000,434.0000,0.0000,434.0,0.0,0.0000,0.0,0.0000,0.0000,374.1379,270.6897,103.4483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,270.6897,103.4483,0.0000,,374.1379,59.8621,0.0000,0.0000,,,,0.0000
112032,111281,2026-07-31T09:42:59-06:00,,2026-07-31T10:26:34-06:00,T2,2,50,115.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,331.8966,,385.0000,385.0000,53.1034,0.0000,385.0000,385.0000,0.0000,385.0,0.0,0.0000,0.0,0.0000,0.0000,331.8966,331.8966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,331.8966,0.0000,0.0000,,331.8966,53.1034,0.0000,0.0000,,,,0.0000
112034,111283,2026-07-31T09:58:47-06:00,,2026-07-31T11:11:27-06:00,F2,3,47,4.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,600.0000,,696.0000,696.0000,96.0000,0.0000,696.0000,696.0000,0.0000,696.0,0.0,0.0000,0.0,0.0000,0.0000,600.0000,428.4483,171.5517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,428.4483,171.5517,0.0000,,600.0000,96.0000,0.0000,0.0000,,,,0.0000
112036,111284,2026-07-31T10:18:32-06:00,,2026-07-31T11:42:35-06:00,F3,3,47,0.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,522.4138,,606.0000,606.0000,83.5862,0.0000,606.0000,606.0000,0.0000,606.0,0.0,0.0000,0.0,0.0000,0.0000,522.4138,338.7931,183.6207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,338.7931,183.6207,0.0000,,522.4138,83.5862,0.0000,0.0000,,,,0.0000
112038,111296,2026-07-31T10:25:10-06:00,,2026-07-31T13:33:53-06:00,A2,2,23,32.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,403.4483,,468.0000,468.0000,64.5517,0.0000,468.0000,468.0000,0.0000,468.0,0.0,0.0000,0.0,0.0000,0.0000,403.4483,288.7931,114.6552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,288.7931,114.6552,0.0000,,403.4483,64.5517,0.0000,0.0000,,,,0.0000
