folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,idmesero,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
128969,128256,2026-08-26T02:44:18-06:00,,2026-08-26T03:58:33-06:00,B3,2,57,36.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,400.0000,,464.0000,464.0000,64.0000,0.0000,464.0000,464.0000,0.0000,464.0,0.0,0.0000,0.0,0.0000,0.0000,400.0000,275.8621,124.1379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,275.8621,124.1379,0.0000,,400.0000,64.0000,0.0000,0.0000,,,,464.0000
128980,128257,2026-08-26T03:56:58-06:00,,2026-08-26T04:07:23-06:00,C1,1,46,30.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,146.5517,,170.0000,170.0000,23.4483,0.0000,170.0000,170.0000,0.0000,170.0,0.0,0.0000,0.0,0.0000,0.0000,146.5517,110.3448,36.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.3448,36.2069,0.0000,,146.5517,23.4483,0.0000,0.0000,,,,170.0000
128982,128264,2026-08-26T04:10:16-06:00,,2026-08-26T05:02:47-06:00,J3,2,56,52.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,386.2069,,448.0000,448.0000,61.7931,0.0000,448.0000,448.0000,0.0000,448.0,0.0,0.0000,0.0,0.0000,0.0000,386.2069,386.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,386.2069,0.0000,0.0000,,386.2069,61.7931,0.0000,0.0000,,,,448.0000
128991,128275,2026-08-26T04:42:59-06:00,,2026-08-26T05:53:16-06:00,B3,4,57,6.0000,0.0000,False,0.0000,,,False,0,0.0000,False,9.00,718.9655,,834.0000,834.0000,115.0345,0.0000,834.0000,834.0000,0.0000,834.0,0.0,0.0000,0.0,0.0000,0.0000,718.9655,420.6897,298.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.6897,298.2759,0.0000,,718.9655,115.0345,0.0000,0.0000,,,,834.0000
128995,128268,2026-08-26T04:59:41-06:00,,2026-08-26T05:36:15-06:00,J6,1,56,6.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,167.2414,,194.0000,194.0000,26.7586,0.0000,194.0000,194.0000,0.0000,194.0,0.0,0.0000,0.0,0.0000,0.0000,167.2414,167.2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,167.2414,0.0000,0.0000,,167.2414,26.7586,0.0000,0.0000,,,,194.0000
129001,128280,2026-08-26T05:27:59-06:00,,2026-08-26T06:33:14-06:00,B1,2,57,370.0000,0.0000,False,0.0000,,,False,0,0.0000,False,7.00,543.1034,,630.0000,630.0000,86.8966,0.0000,630.0000,630.0000,0.0000,630.0,0.0,0.0000,0.0,0.0000,0.0000,543.1034,325.8621,217.2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,325.8621,217.2414,0.0000,,543.1034,86.8966,0.0000,0.0000,,,,630.0000
129003,128281,2026-08-26T05:56:02-06:00,,2026-08-26T06:39:29-06:00,J1,2,56,38.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,398.2759,,462.0000,462.0000,63.7241,0.0000,462.0000,462.0000,0.0000,462.0,0.0,0.0000,0.0,0.0000,0.0000,398.2759,253.4483,144.8276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,253.4483,144.8276,0.0000,,398.2759,63.7241,0.0000,0.0000,,,,462.0000
129011,128290,2026-08-26T06:21:51-06:00,,2026-08-26T07:11:47-06:00,.PAU,1,32,66.0000,0.0000,False,0.0000,,,False,0,0.0000,False,8.00,858.9655,,934.0000,934.0000,75.0345,0.0000,934.0000,934.0000,0.0000,934.0,0.0,0.0000,0.0,0.0000,0.0000,858.9655,326.7241,130.1724,402.0690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,326.7241,130.1724,402.0690,,858.9655,75.0345,0.0000,0.0000,,,,934.0000
129029,128315,2026-08-26T08:23:32-06:00,,2026-08-26T09:45:57-06:00,J5,2,49,11.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,335.3448,,389.0000,389.0000,53.6552,0.0000,389.0000,389.0000,0.0000,389.0,0.0,0.0000,0.0,0.0000,0.0000,335.3448,224.1379,111.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,224.1379,111.2069,0.0000,,335.3448,53.6552,0.0000,0.0000,,,,389.0000
129030,128310,2026-08-26T08:44:11-06:00,,2026-08-26T09:21:28-06:00,J3,2,56,776.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,193.1034,,224.0000,224.0000,30.8966,0.0000,224.0000,224.0000,0.0000,224.0,0.0,0.0000,0.0,0.0000,0.0000,193.1034,137.0690,56.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,137.0690,56.0345,0.0000,,193.1034,30.8966,0.0000,0.0000,,,,224.0000
